"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.240427923E0,1.490999945E-3,2.445999999E-3,2.243000083E-3,3.638275168E-3
4.242970736E0,-6.390000344E-4,1.381000038E-3,2.243000083E-3,2.710448583E-3
4.245497767E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.248037402E0,-3.834000090E-3,1.381000038E-3,2.243000083E-3,4.651641341E-3
4.250584381E0,4.259999259E-4,-7.490001153E-4,4.373000003E-3,4.457084937E-3
4.253121934E0,-3.834000090E-3,2.445999999E-3,2.243000083E-3,5.070850230E-3
4.255648809E0,-4.898999818E-3,4.575999919E-3,-9.520000312E-4,6.770988003E-3
4.258189486E0,-1.703999937E-3,2.445999999E-3,1.178000006E-3,3.205341759E-3
4.260725423E0,-1.703999937E-3,3.160000779E-4,1.130000455E-4,1.736732807E-3
4.263295111E0,-4.898999818E-3,3.510999959E-3,1.130000455E-4,6.028274126E-3
4.265813027E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.268345736E0,-2.769000130E-3,-7.490001153E-4,2.243000083E-3,3.641347589E-3
4.270867975E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.273410111E0,2.555999905E-3,3.510999959E-3,-9.520000312E-4,4.445959996E-3
4.275951413E0,1.490999945E-3,2.445999999E-3,-9.520000312E-4,3.018658789E-3
4.278476673E0,-6.390000344E-4,3.510999959E-3,1.178000006E-3,3.758074742E-3
4.281040631E0,1.490999945E-3,2.445999999E-3,4.373000003E-3,5.227726643E-3
4.283552663E0,4.259999259E-4,2.445999999E-3,5.437999964E-3,5.977979218E-3
4.286083184E0,-6.390000344E-4,3.510999959E-3,1.130000455E-4,3.570463663E-3
4.288621673E0,4.259999259E-4,2.445999999E-3,1.178000006E-3,2.748104064E-3
4.291154434E0,1.490999945E-3,1.381000038E-3,1.130000455E-4,2.035438761E-3
4.293694277E0,-1.703999937E-3,2.445999999E-3,1.178000006E-3,3.205341759E-3
4.296227975E0,-2.769000130E-3,3.510999959E-3,-9.520000312E-4,4.571737798E-3
4.298777559E0,-1.703999937E-3,3.160000779E-4,2.243000083E-3,2.834523100E-3
4.301334746E0,-2.769000130E-3,-7.490001153E-4,1.178000006E-3,3.100975154E-3
4.303872767E0,-2.769000130E-3,4.575999919E-3,1.130000455E-4,5.349757564E-3
4.306385788E0,4.259999259E-4,4.575999919E-3,1.130000455E-4,4.597175242E-3
4.308936256E0,4.259999259E-4,-7.490001153E-4,1.178000006E-3,1.459507151E-3
4.311457194E0,-3.834000090E-3,3.510999959E-3,1.130000455E-4,5.199946770E-3
4.313997506E0,-1.703999937E-3,1.381000038E-3,-2.016999992E-3,2.979776142E-3
4.316556152E0,-1.703999937E-3,-1.814000076E-3,2.243000083E-3,3.350412128E-3
4.319088236E0,-6.390000344E-4,3.160000779E-4,1.178000006E-3,1.376902722E-3
4.321608496E0,-4.898999818E-3,1.381000038E-3,1.178000006E-3,5.224465938E-3
4.324140059E0,-1.703999937E-3,1.381000038E-3,2.243000083E-3,3.137168510E-3
4.326662975E0,-6.390000344E-4,3.510999959E-3,2.243000083E-3,4.215031569E-3
4.329209694E0,-1.703999937E-3,3.510999959E-3,2.243000083E-3,4.501309350E-3
4.331752038E0,-1.703999937E-3,4.575999919E-3,-9.520000312E-4,4.974906542E-3
4.334285215E0,-6.390000344E-4,2.445999999E-3,-2.016999992E-3,3.234119046E-3
4.336823392E0,-2.769000130E-3,-1.814000076E-3,3.308000043E-3,4.679831437E-3
4.339367246E0,-1.703999937E-3,1.381000038E-3,2.243000083E-3,3.137168510E-3
4.341895059E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.344431256E0,-1.703999937E-3,3.160000779E-4,1.130000455E-4,1.736732807E-3
4.346970059E0,4.259999259E-4,-7.490001153E-4,1.178000006E-3,1.459507151E-3
4.349511934E0,4.259999259E-4,-7.490001153E-4,1.178000006E-3,1.459507151E-3
4.352037715E0,4.259999259E-4,1.381000038E-3,1.178000006E-3,1.864489489E-3
4.354578184E0,-6.390000344E-4,3.510999959E-3,1.178000006E-3,3.758074742E-3
4.357112715E0,-2.769000130E-3,2.445999999E-3,1.178000006E-3,3.877881087E-3
4.359653288E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.362187611E0,4.259999259E-4,3.510999959E-3,3.308000043E-3,4.842670847E-3
4.364723496E0,3.621000098E-3,1.381000038E-3,1.178000006E-3,4.050492171E-3
4.367259850E0,4.259999259E-4,1.381000038E-3,1.130000455E-4,1.449622728E-3
4.369805267E0,-2.769000130E-3,4.575999919E-3,2.243000083E-3,5.799843649E-3
4.372340788E0,-2.769000130E-3,2.445999999E-3,3.308000043E-3,4.959147305E-3
4.374874277E0,-4.898999818E-3,2.445999999E-3,1.130000455E-4,5.476849844E-3
4.377419590E0,-1.703999937E-3,3.510999959E-3,2.243000083E-3,4.501309350E-3
4.379963131E0,-2.769000130E-3,3.160000779E-4,1.178000006E-3,3.025706824E-3
4.382481204E0,-3.834000090E-3,4.575999919E-3,1.178000006E-3,6.084982824E-3
4.385022663E0,-2.769000130E-3,4.575999919E-3,-2.016999992E-3,5.716242292E-3
4.387562715E0,-6.390000344E-4,1.381000038E-3,1.130000455E-4,1.525860793E-3
4.390102767E0,-6.390000344E-4,3.510999959E-3,2.243000083E-3,4.215031569E-3
4.392659850E0,4.259999259E-4,4.575999919E-3,1.130000455E-4,4.597175242E-3
4.395191100E0,-2.769000130E-3,1.381000038E-3,1.130000455E-4,3.096335226E-3
4.397733965E0,-4.898999818E-3,2.445999999E-3,2.243000083E-3,5.917276787E-3
4.400268756E0,-4.898999818E-3,4.575999919E-3,2.243000083E-3,7.069018591E-3
4.402796621E0,4.259999259E-4,5.641000345E-3,-9.520000312E-4,5.736607438E-3
4.405336777E0,-6.390000344E-4,3.510999959E-3,-9.520000312E-4,3.693473408E-3
4.407869225E0,-6.390000344E-4,4.575999919E-3,-9.520000312E-4,4.717456981E-3
4.410392559E0,1.490999945E-3,1.381000038E-3,1.130000455E-4,2.035438761E-3
4.412929954E0,-1.703999937E-3,-1.814000076E-3,1.178000006E-3,2.753524300E-3
4.415469486E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.418001309E0,-2.769000130E-3,3.510999959E-3,1.130000455E-4,4.472946617E-3
4.420549381E0,-6.390000344E-4,3.510999959E-3,-9.520000312E-4,3.693473408E-3
4.423095163E0,-1.703999937E-3,1.381000038E-3,1.130000455E-4,2.196257248E-3
4.425613444E0,-3.834000090E-3,3.510999959E-3,-9.520000312E-4,5.285166172E-3
4.428152350E0,-2.769000130E-3,4.575999919E-3,1.130000455E-4,5.349757564E-3
4.430689173E0,2.555999905E-3,-1.814000076E-3,1.130000455E-4,3.136319626E-3
4.433247350E0,1.490999945E-3,-1.814000076E-3,-9.520000312E-4,2.533768176E-3
4.435788652E0,-1.703999937E-3,-7.490001153E-4,1.178000006E-3,2.202793901E-3
4.438319381E0,-1.703999937E-3,2.445999999E-3,3.308000043E-3,4.453021004E-3
4.440850892E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.443394121E0,-6.390000344E-4,1.381000038E-3,1.178000006E-3,1.924361235E-3
4.445926152E0,-2.769000130E-3,2.445999999E-3,1.130000455E-4,3.696355871E-3
4.448474121E0,-3.834000090E-3,2.445999999E-3,1.178000006E-3,4.697888536E-3
4.451001569E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.453518079E0,-1.703999937E-3,2.445999999E-3,2.243000083E-3,3.730627447E-3
4.456054798E0,-1.703999937E-3,3.160000779E-4,2.243000083E-3,2.834523100E-3
4.458589590E0,-1.703999937E-3,-3.944000229E-3,2.243000083E-3,4.846627999E-3
4.461142975E0,1.490999945E-3,-2.879000036E-3,1.130000455E-4,3.244147200E-3
4.463706569E0,-2.769000130E-3,4.575999919E-3,2.243000083E-3,5.799843649E-3
4.466224486E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.468774590E0,4.259999259E-4,3.160000779E-4,1.178000006E-3,1.291904021E-3
4.471276934E0,-1.703999937E-3,4.575999919E-3,1.178000006E-3,5.023054356E-3
4.473844902E0,-1.703999937E-3,2.445999999E-3,1.130000455E-4,2.983169587E-3
4.476396829E0,-6.390000344E-4,3.510999959E-3,1.178000006E-3,3.758074742E-3
4.478914746E0,-3.834000090E-3,2.445999999E-3,1.130000455E-4,4.549202314E-3
4.481427975E0,-2.769000130E-3,-1.814000076E-3,2.243000083E-3,3.998625684E-3
4.483958444E0,-1.703999937E-3,-1.814000076E-3,2.243000083E-3,3.350412128E-3
4.486531569E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.489068236E0,-3.834000090E-3,5.641000345E-3,1.178000006E-3,6.921569591E-3
4.491590840E0,-2.769000130E-3,5.641000345E-3,-3.082000185E-3,6.999069349E-3
4.494108756E0,-2.769000130E-3,1.381000038E-3,1.178000006E-3,3.310922355E-3
4.496650215E0,-3.834000090E-3,3.160000779E-4,1.178000006E-3,4.023319122E-3
4.499227402E0,-4.898999818E-3,2.445999999E-3,2.243000083E-3,5.917276787E-3
4.501730319E0,-4.898999818E-3,3.510999959E-3,3.308000043E-3,6.875331571E-3
4.504299277E0,-5.963999778E-3,3.510999959E-3,2.243000083E-3,7.275126352E-3
4.506817194E0,-5.963999778E-3,5.641000345E-3,-9.520000312E-4,8.264168579E-3
4.509359277E0,4.259999259E-4,3.510999959E-3,2.243000083E-3,4.188036058E-3
4.511867350E0,-2.769000130E-3,3.160000779E-4,3.308000043E-3,4.325515236E-3
4.514410006E0,-4.898999818E-3,2.445999999E-3,2.243000083E-3,5.917276787E-3
4.516986725E0,-3.834000090E-3,-7.490001153E-4,2.243000083E-3,4.504620654E-3
4.519504642E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.522034746E0,4.259999259E-4,3.510999959E-3,1.178000006E-3,3.727771541E-3
4.524592559E0,-1.703999937E-3,-7.490001153E-4,-3.082000185E-3,3.600464150E-3
4.527146204E0,-3.834000090E-3,3.160000779E-4,1.130000455E-4,3.848659734E-3
4.529664121E0,2.555999905E-3,3.160000779E-4,2.243000083E-3,3.415265866E-3
4.532154590E0,-6.390000344E-4,-7.490001153E-4,1.130000455E-4,9.910051599E-4
4.534695215E0,-1.703999937E-3,1.381000038E-3,-2.016999992E-3,2.979776142E-3
4.537239694E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.539789017E0,-2.769000130E-3,4.575999919E-3,2.243000083E-3,5.799843649E-3
4.542330475E0,-2.769000130E-3,3.160000779E-4,1.178000006E-3,3.025706824E-3
4.544848392E0,-6.390000344E-4,4.575999919E-3,3.308000043E-3,5.682513580E-3
4.547411100E0,1.490999945E-3,3.510999959E-3,2.243000083E-3,4.425070725E-3
4.549922402E0,1.490999945E-3,-1.814000076E-3,1.130000455E-4,2.350839450E-3
4.552474694E0,-2.769000130E-3,3.160000779E-4,1.130000455E-4,2.789262766E-3
4.555016777E0,-3.834000090E-3,1.381000038E-3,-9.520000312E-4,4.184856253E-3
4.557534694E0,-2.769000130E-3,6.706000306E-3,1.130000455E-4,7.256071308E-3
4.560081777E0,-6.390000344E-4,4.575999919E-3,-9.520000312E-4,4.717456981E-3
4.562605996E0,-6.390000344E-4,2.445999999E-3,3.308000043E-3,4.163424230E-3
4.565149173E0,1.490999945E-3,2.445999999E-3,1.178000006E-3,3.097366759E-3
4.567705371E0,-2.769000130E-3,3.510999959E-3,2.243000083E-3,5.002552529E-3
4.570223288E0,-1.703999937E-3,1.381000038E-3,2.243000083E-3,3.137168510E-3
4.572759850E0,1.490999945E-3,3.510999959E-3,1.130000455E-4,3.816146035E-3
4.575284798E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.577825319E0,-1.703999937E-3,3.160000779E-4,1.130000455E-4,1.736732807E-3
4.580368184E0,-6.390000344E-4,-2.879000036E-3,1.130000455E-4,2.951225383E-3
4.582957767E0,-1.703999937E-3,1.381000038E-3,1.130000455E-4,2.196257248E-3
4.585475684E0,-6.390000344E-4,-7.490001153E-4,1.178000006E-3,1.535254451E-3
4.587971048E0,-3.834000090E-3,3.160000779E-4,1.178000006E-3,4.023319122E-3
4.590506777E0,-3.834000090E-3,3.510999959E-3,1.178000006E-3,5.330512303E-3
4.593087454E0,-1.703999937E-3,3.160000779E-4,1.130000455E-4,1.736732807E-3
4.595619694E0,-3.834000090E-3,2.445999999E-3,2.243000083E-3,5.070850230E-3
4.598137611E0,-1.703999937E-3,4.575999919E-3,1.178000006E-3,5.023054356E-3
4.600657975E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.603226048E0,4.259999259E-4,3.510999959E-3,1.178000006E-3,3.727771541E-3
4.605752454E0,-2.769000130E-3,1.381000038E-3,1.178000006E-3,3.310922355E-3
4.608319486E0,-1.703999937E-3,-1.814000076E-3,2.243000083E-3,3.350412128E-3
4.610837402E0,-2.769000130E-3,3.160000779E-4,2.243000083E-3,3.577466581E-3
4.613327767E0,-6.390000344E-4,2.445999999E-3,2.243000083E-3,3.379687324E-3
4.615920579E0,-3.834000090E-3,2.445999999E-3,-9.520000312E-4,4.646372428E-3
4.618451048E0,4.259999259E-4,1.381000038E-3,-9.520000312E-4,1.730589813E-3
4.620985996E0,-6.390000344E-4,2.445999999E-3,2.243000083E-3,3.379687324E-3
4.623503913E0,4.259999259E-4,3.160000779E-4,1.178000006E-3,1.291904021E-3
4.626044902E0,1.490999945E-3,-1.814000076E-3,1.178000006E-3,2.627044180E-3
4.628567402E0,4.259999259E-4,1.381000038E-3,1.178000006E-3,1.864489489E-3
4.631106986E0,-6.390000344E-4,3.160000779E-4,1.178000006E-3,1.376902722E-3
4.633656517E0,-2.769000130E-3,3.160000779E-4,1.178000006E-3,3.025706824E-3
4.636195163E0,1.490999945E-3,1.381000038E-3,1.130000455E-4,2.035438761E-3
4.638713079E0,-1.703999937E-3,4.575999919E-3,1.178000006E-3,5.023054356E-3
4.641252298E0,-5.963999778E-3,4.575999919E-3,1.178000006E-3,7.608991564E-3
4.643792819E0,-2.769000130E-3,1.381000038E-3,1.178000006E-3,3.310922355E-3
4.646355527E0,4.259999259E-4,1.381000038E-3,-9.520000312E-4,1.730589813E-3
4.648904746E0,4.259999259E-4,2.445999999E-3,2.243000083E-3,3.345958951E-3
4.651422663E0,-3.834000090E-3,2.445999999E-3,3.308000043E-3,5.623640900E-3
4.653950527E0,-3.834000090E-3,4.575999919E-3,1.178000006E-3,6.084982824E-3
4.656466986E0,-3.834000090E-3,3.510999959E-3,3.308000043E-3,6.161943012E-3
4.659017559E0,-6.390000344E-4,3.510999959E-3,1.178000006E-3,3.758074742E-3
4.661600736E0,1.490999945E-3,3.160000779E-4,-9.520000312E-4,1.797008888E-3
4.664118652E0,-1.703999937E-3,3.160000779E-4,-9.520000312E-4,1.977315325E-3
4.666619902E0,-3.834000090E-3,3.510999959E-3,1.130000455E-4,5.199946770E-3
4.669166309E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.671722923E0,1.490999945E-3,1.381000038E-3,3.308000043E-3,3.882409848E-3
4.674236986E0,4.259999259E-4,3.510999959E-3,1.178000006E-3,3.727771541E-3
4.676783861E0,-1.703999937E-3,4.575999919E-3,2.243000083E-3,5.373494246E-3
4.679301777E0,4.259999259E-4,2.445999999E-3,2.243000083E-3,3.345958951E-3
4.681837819E0,-2.769000130E-3,1.381000038E-3,1.130000455E-4,3.096335226E-3
4.684386881E0,-1.703999937E-3,2.445999999E-3,-9.520000312E-4,3.129350705E-3
4.686939225E0,4.259999259E-4,1.381000038E-3,1.178000006E-3,1.864489489E-3
4.689478027E0,-1.703999937E-3,1.381000038E-3,5.437999964E-3,5.863669542E-3
4.691995944E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.694537871E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.697089434E0,1.490999945E-3,3.160000779E-4,1.178000006E-3,1.926297199E-3
4.699618079E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.702149486E0,-2.769000130E-3,2.445999999E-3,1.130000455E-4,3.696355871E-3
4.704713548E0,-1.703999937E-3,6.706000306E-3,2.243000083E-3,7.273589572E-3
4.707231465E0,-6.390000344E-4,4.575999919E-3,2.243000083E-3,5.136063247E-3
4.709752871E0,4.259999259E-4,4.575999919E-3,2.243000083E-3,5.113932007E-3
4.712306673E0,-6.390000344E-4,4.575999919E-3,2.243000083E-3,5.136063247E-3
4.714834746E0,-1.703999937E-3,4.575999919E-3,2.243000083E-3,5.373494246E-3
4.717385423E0,-1.703999937E-3,4.575999919E-3,2.243000083E-3,5.373494246E-3
4.719903340E0,-6.390000344E-4,2.445999999E-3,1.130000455E-4,2.530613769E-3
4.722450736E0,2.555999905E-3,1.381000038E-3,1.178000006E-3,3.134961026E-3
4.724993079E0,4.686000291E-3,3.510999959E-3,3.308000043E-3,6.725219976E-3
4.727535736E0,1.490999945E-3,3.510999959E-3,3.308000043E-3,5.049065837E-3
4.730053652E0,-1.703999937E-3,2.445999999E-3,1.130000455E-4,2.983169587E-3
4.732581673E0,-3.834000090E-3,1.381000038E-3,-9.520000312E-4,4.184856253E-3
4.735144954E0,-3.834000090E-3,1.381000038E-3,1.130000455E-4,4.076700480E-3
4.737675163E0,4.259999259E-4,-7.490001153E-4,1.178000006E-3,1.459507151E-3
4.740233809E0,-1.703999937E-3,1.381000038E-3,3.308000043E-3,3.969085685E-3
4.742751725E0,-1.703999937E-3,3.510999959E-3,2.243000083E-3,4.501309350E-3
4.745253340E0,-2.769000130E-3,1.381000038E-3,1.178000006E-3,3.310922355E-3
4.747830006E0,-6.390000344E-4,1.381000038E-3,3.308000043E-3,3.641201235E-3
4.750362402E0,-2.769000130E-3,1.381000038E-3,1.178000006E-3,3.310922355E-3
4.752914121E0,-6.390000344E-4,1.381000038E-3,-9.520000312E-4,1.794933483E-3
4.755432038E0,-1.703999937E-3,-7.490001153E-4,1.178000006E-3,2.202793901E-3
4.757963809E0,-2.769000130E-3,-7.490001153E-4,2.243000083E-3,3.641347589E-3
4.760494538E0,-4.898999818E-3,1.381000038E-3,2.243000083E-3,5.562230640E-3
4.763020371E0,-1.703999937E-3,2.445999999E-3,1.178000006E-3,3.205341759E-3
4.765551309E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.768093756E0,4.259999259E-4,1.381000038E-3,-9.520000312E-4,1.730589813E-3
4.770657663E0,-2.769000130E-3,4.575999919E-3,1.130000455E-4,5.349757564E-3
4.773175579E0,-3.834000090E-3,3.510999959E-3,2.243000083E-3,5.661954325E-3
4.775680059E0,-4.898999818E-3,4.575999919E-3,3.308000043E-3,7.475482510E-3
4.778249590E0,-1.703999937E-3,3.510999959E-3,3.308000043E-3,5.116014150E-3
4.780791152E0,-6.390000344E-4,3.160000779E-4,2.243000083E-3,2.353556131E-3
4.783321881E0,-2.769000130E-3,-7.490001153E-4,-9.520000312E-4,3.022361155E-3
4.785897923E0,-3.834000090E-3,3.510999959E-3,2.243000083E-3,5.661954325E-3
4.788415840E0,-6.390000344E-4,-7.490001153E-4,1.178000006E-3,1.535254451E-3
4.790937923E0,-1.703999937E-3,2.445999999E-3,2.243000083E-3,3.730627447E-3
4.793454746E0,-4.898999818E-3,4.575999919E-3,2.243000083E-3,7.069018591E-3
4.796008444E0,-6.390000344E-4,2.445999999E-3,2.243000083E-3,3.379687324E-3
4.798538496E0,4.259999259E-4,1.381000038E-3,2.243000083E-3,2.668274051E-3
4.801071777E0,-3.834000090E-3,2.445999999E-3,1.130000455E-4,4.549202314E-3
4.803596309E0,-2.769000130E-3,1.381000038E-3,1.130000455E-4,3.096335226E-3
4.806175788E0,-4.898999818E-3,2.445999999E-3,1.130000455E-4,5.476849844E-3
4.808693704E0,-2.769000130E-3,3.510999959E-3,1.178000006E-3,4.624085471E-3
4.811195423E0,-6.390000344E-4,3.160000779E-4,1.130000455E-4,7.217659617E-4
4.813755944E0,-6.390000344E-4,3.160000779E-4,1.178000006E-3,1.376902722E-3
4.816313184E0,-1.703999937E-3,3.160000779E-4,1.178000006E-3,2.095508494E-3
4.818854121E0,-3.834000090E-3,2.445999999E-3,1.130000455E-4,4.549202314E-3
4.821413861E0,4.259999259E-4,2.445999999E-3,2.243000083E-3,3.345958951E-3
4.823931777E0,4.259999259E-4,4.575999919E-3,1.130000455E-4,4.597175242E-3
4.826422767E0,-3.834000090E-3,5.641000345E-3,1.178000006E-3,6.921569591E-3
4.829009069E0,-1.703999937E-3,1.381000038E-3,-9.520000312E-4,2.391041812E-3
4.831540006E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.834066934E0,-1.703999937E-3,2.445999999E-3,2.243000083E-3,3.730627447E-3
4.836637975E0,-1.703999937E-3,3.160000779E-4,1.178000006E-3,2.095508494E-3
4.839155892E0,-2.769000130E-3,3.160000779E-4,2.243000083E-3,3.577466581E-3
4.841647350E0,-2.769000130E-3,2.445999999E-3,4.373000003E-3,5.724806262E-3
4.844219225E0,-4.898999818E-3,3.160000779E-4,1.130000455E-4,4.910481063E-3
4.846747819E0,-3.834000090E-3,2.445999999E-3,-9.520000312E-4,4.646372428E-3
4.849303392E0,-2.769000130E-3,1.381000038E-3,3.308000043E-3,4.529612247E-3
4.851821309E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.854354798E0,-6.390000344E-4,4.575999919E-3,-9.520000312E-4,4.717456981E-3
4.856903965E0,-6.390000344E-4,1.381000038E-3,1.178000006E-3,1.924361235E-3
4.859491309E0,-6.390000344E-4,-7.490001153E-4,2.243000083E-3,2.449565592E-3
4.861984121E0,-2.769000130E-3,4.575999919E-3,1.130000455E-4,5.349757564E-3
4.864502038E0,1.490999945E-3,2.445999999E-3,1.130000455E-4,2.866838998E-3
4.867033861E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.869566465E0,-2.769000130E-3,4.575999919E-3,1.178000006E-3,5.476752778E-3
4.872100475E0,-2.769000130E-3,3.510999959E-3,3.308000043E-3,5.562135086E-3
4.874656934E0,2.555999905E-3,1.381000038E-3,1.178000006E-3,3.134961026E-3
4.877174225E0,-2.769000130E-3,2.445999999E-3,1.178000006E-3,3.877881087E-3
4.879724121E0,4.259999259E-4,4.575999919E-3,1.178000006E-3,4.744358251E-3
4.882244590E0,-1.703999937E-3,3.160000779E-4,2.243000083E-3,2.834523100E-3
4.884785788E0,-4.898999818E-3,2.445999999E-3,3.308000043E-3,6.397341596E-3
4.887337611E0,-6.390000344E-4,2.445999999E-3,1.178000006E-3,2.789071719E-3
4.889877142E0,-6.390000344E-4,2.445999999E-3,4.373000003E-3,5.051174721E-3
4.892425475E0,-6.390000344E-4,1.381000038E-3,1.178000006E-3,1.924361235E-3
4.894943392E0,-2.769000130E-3,3.510999959E-3,1.178000006E-3,4.624085471E-3
4.897446361E0,-3.834000090E-3,4.575999919E-3,1.130000455E-4,5.970938030E-3
4.900030371E0,-1.703999937E-3,1.381000038E-3,1.178000006E-3,2.489670842E-3
4.902556309E0,-6.390000344E-4,1.381000038E-3,2.243000083E-3,2.710448583E-3
4.905106777E0,-2.769000130E-3,1.381000038E-3,-2.016999992E-3,3.693617710E-3
4.907620892E0,-2.769000130E-3,4.575999919E-3,-9.520000312E-4,5.432627453E-3
4.910191100E0,-2.769000130E-3,-1.814000076E-3,1.178000006E-3,3.513636579E-3
4.912709017E0,-6.390000344E-4,-1.814000076E-3,1.178000006E-3,2.255349492E-3
4.915222611E0,4.259999259E-4,5.641000345E-3,1.178000006E-3,5.778411966E-3
4.917776361E0,1.490999945E-3,3.510999959E-3,1.130000455E-4,3.816146035E-3
4.920317350E0,2.555999905E-3,1.381000038E-3,-9.520000312E-4,3.057221071E-3
4.922865684E0,4.259999259E-4,1.381000038E-3,1.178000006E-3,1.864489489E-3
4.925372402E0,-6.390000344E-4,3.160000779E-4,1.178000006E-3,1.376902722E-3
4.927958548E0,-3.834000090E-3,1.381000038E-3,-9.520000312E-4,4.184856253E-3
4.930476465E0,4.259999259E-4,-7.490001153E-4,-9.520000312E-4,1.284048741E-3
4.932968913E0,-1.703999937E-3,1.381000038E-3,1.130000455E-4,2.196257248E-3
4.935506204E0,-7.028999738E-3,5.641000345E-3,1.178000006E-3,9.089301746E-3
4.938083965E0,-4.898999818E-3,2.445999999E-3,1.178000006E-3,5.600964133E-3
4.940613548E0,-1.703999937E-3,3.510999959E-3,-9.520000312E-4,4.017093546E-3
4.943172454E0,-6.390000344E-4,1.381000038E-3,1.178000006E-3,1.924361235E-3
4.945690371E0,1.490999945E-3,2.445999999E-3,2.243000083E-3,3.638275168E-3
4.948221465E0,4.259999259E-4,1.381000038E-3,1.178000006E-3,1.864489489E-3
4.950727559E0,4.259999259E-4,2.445999999E-3,1.130000455E-4,2.485389495E-3
4.953299381E0,-3.834000090E-3,2.445999999E-3,-9.520000312E-4,4.646372428E-3
4.955829694E0,-6.390000344E-4,4.575999919E-3,1.178000006E-3,4.768205147E-3
4.958369954E0,1.490999945E-3,1.381000038E-3,1.130000455E-4,2.035438761E-3
4.960887871E0,-2.769000130E-3,3.160000779E-4,1.178000006E-3,3.025706824E-3
4.963440840E0,-2.769000130E-3,1.381000038E-3,1.130000455E-4,3.096335226E-3
4.965972038E0,-1.703999937E-3,3.510999959E-3,1.130000455E-4,3.904293215E-3
4.968492142E0,-4.898999818E-3,5.641000345E-3,1.178000006E-3,7.563647805E-3
4.971037038E0,-2.769000130E-3,2.445999999E-3,2.243000083E-3,4.322190079E-3
4.973557298E0,-3.834000090E-3,2.445999999E-3,1.178000006E-3,4.697888536E-3
4.976099277E0,-1.703999937E-3,3.510999959E-3,1.178000006E-3,4.076569699E-3
4.978655423E0,-3.834000090E-3,3.510999959E-3,-2.016999992E-3,5.576286073E-3
4.981175319E0,2.555999905E-3,1.381000038E-3,1.178000006E-3,3.134961026E-3
4.983738079E0,-6.390000344E-4,2.445999999E-3,3.308000043E-3,4.163424230E-3
4.986258131E0,4.259999259E-4,-7.490001153E-4,1.178000006E-3,1.459507151E-3
4.988805631E0,-6.390000344E-4,1.381000038E-3,2.243000083E-3,2.710448583E-3
4.991362402E0,4.259999259E-4,3.510999959E-3,-9.520000312E-4,3.662635760E-3
4.993880319E0,-2.769000130E-3,3.510999959E-3,1.130000455E-4,4.472946617E-3
4.996419329E0,-3.834000090E-3,4.575999919E-3,2.243000083E-3,6.377333402E-3
4.998943913E0,-6.390000344E-4,5.641000345E-3,2.243000083E-3,6.104117898E-3
5.001503340E0,-2.769000130E-3,1.381000038E-3,2.243000083E-3,3.821723720E-3
5.004002871E0,-1.703999937E-3,1.381000038E-3,1.130000455E-4,2.196257248E-3
5.006542038E0,-1.703999937E-3,4.575999919E-3,2.243000083E-3,5.373494246E-3
5.009088809E0,-6.390000344E-4,3.160000779E-4,2.243000083E-3,2.353556131E-3
5.011648288E0,1.490999945E-3,1.381000038E-3,2.243000083E-3,3.026762513E-3
5.014163288E0,4.259999259E-4,6.706000306E-3,2.243000083E-3,7.083993606E-3
5.016708600E0,-1.703999937E-3,3.510999959E-3,1.178000006E-3,4.076569699E-3
5.019226361E0,-5.963999778E-3,3.160000779E-4,1.178000006E-3,6.087432416E-3
5.021787767E0,-6.390000344E-4,1.381000038E-3,1.130000455E-4,1.525860793E-3
